JRz485_2_afterdeh , 4.11.2023, 20:30
Fixed value(s) :  AC Volt  [Vrms]=1.0000e+00  
 Freq. [Hz]	 Temp. [C]	 Modulus'  	 Modulus''  	 Eps'    	 Eps''   	 Sig' [S/cm]	 Sig'' [S/cm]	Tan(Delta)  	Tan(Phi)  
1.38610e+05	2.00000e+02	9.18452e-03	1.26652e-02	3.75241e+01	5.17448e+01	3.99016e-06	2.81646e-06	1.37897e+00	-7.25176e-01
1.07150e+05	2.00000e+02	6.64447e-03	1.13493e-02	3.84170e+01	6.56196e+01	3.91161e-06	2.23044e-06	1.70809e+00	-5.85450e-01
8.28380e+04	2.00000e+02	4.61512e-03	9.79955e-03	3.93343e+01	8.35209e+01	3.84905e-06	1.76663e-06	2.12336e+00	-4.70952e-01
6.40400e+04	2.00000e+02	3.09986e-03	8.20622e-03	4.02835e+01	1.06642e+02	3.79934e-06	1.39956e-06	2.64729e+00	-3.77745e-01
4.95080e+04	2.00000e+02	2.02625e-03	6.70744e-03	4.12717e+01	1.36620e+02	3.76288e-06	1.10919e-06	3.31027e+00	-3.02090e-01
3.82730e+04	2.00000e+02	1.29766e-03	5.37386e-03	4.24596e+01	1.75833e+02	3.74388e-06	8.82769e-07	4.14118e+00	-2.41477e-01
2.95880e+04	2.00000e+02	8.20880e-04	4.26258e-03	4.35631e+01	2.26210e+02	3.72355e-06	7.00613e-07	5.19270e+00	-1.92578e-01
2.28740e+04	2.00000e+02	5.15422e-04	3.36047e-03	4.45927e+01	2.90738e+02	3.69975e-06	5.54735e-07	6.51985e+00	-1.53378e-01
1.76830e+04	2.00000e+02	3.21547e-04	2.62684e-03	4.59110e+01	3.75065e+02	3.68971e-06	4.41813e-07	8.16939e+00	-1.22408e-01
1.36710e+04	2.00000e+02	2.00408e-04	2.04643e-03	4.73998e+01	4.84014e+02	3.68118e-06	3.52895e-07	1.02113e+01	-9.79307e-02
1.05680e+04	2.00000e+02	1.25203e-04	1.59092e-03	4.91625e+01	6.24697e+02	3.67275e-06	2.83159e-07	1.27068e+01	-7.86981e-02
8.17010e+03	2.00000e+02	7.84481e-05	1.23460e-03	5.12604e+01	8.06724e+02	3.66675e-06	2.28445e-07	1.57378e+01	-6.35414e-02
6.31610e+03	2.00000e+02	4.94958e-05	9.57262e-04	5.38700e+01	1.04186e+03	3.66090e-06	1.85775e-07	1.93403e+01	-5.17056e-02
4.88290e+03	2.00000e+02	3.14520e-05	7.41284e-04	5.71344e+01	1.34659e+03	3.65798e-06	1.52488e-07	2.35687e+01	-4.24291e-02
3.77480e+03	2.00000e+02	2.02356e-05	5.73739e-04	6.13969e+01	1.74079e+03	3.65568e-06	1.26835e-07	2.83530e+01	-3.52697e-02
2.91820e+03	2.00000e+02	1.31882e-05	4.43884e-04	6.68746e+01	2.25085e+03	3.65419e-06	1.06945e-07	3.36578e+01	-2.97108e-02
2.25600e+03	2.00000e+02	8.75933e-06	3.43297e-04	7.42761e+01	2.91104e+03	3.65356e-06	9.19667e-08	3.91921e+01	-2.55153e-02
1.74410e+03	2.00000e+02	5.95927e-06	2.65671e-04	8.43889e+01	3.76216e+03	3.65037e-06	8.09112e-08	4.45812e+01	-2.24310e-02
1.34830e+03	2.00000e+02	4.15509e-06	2.05444e-04	9.84048e+01	4.86552e+03	3.64960e-06	7.30627e-08	4.94439e+01	-2.02249e-02
1.04230e+03	2.00000e+02	2.98589e-06	1.58933e-04	1.18166e+02	6.28975e+03	3.64717e-06	6.79399e-08	5.32280e+01	-1.87871e-02
8.05800e+02	2.00000e+02	2.22536e-06	1.22912e-04	1.47255e+02	8.13323e+03	3.64602e-06	6.55641e-08	5.52324e+01	-1.81053e-02
6.22940e+02	2.00000e+02	1.69852e-06	9.51104e-05	1.87705e+02	1.05107e+04	3.64258e-06	6.47040e-08	5.59961e+01	-1.78584e-02
4.81580e+02	2.00000e+02	1.33520e-06	7.35760e-05	2.46565e+02	1.35869e+04	3.64014e-06	6.57905e-08	5.51049e+01	-1.81472e-02
3.72300e+02	2.00000e+02	1.07858e-06	5.69395e-05	3.32558e+02	1.75562e+04	3.63624e-06	6.86723e-08	5.27914e+01	-1.89425e-02
2.87820e+02	2.00000e+02	8.91871e-07	4.40596e-05	4.59245e+02	2.26873e+04	3.63272e-06	7.33749e-08	4.94012e+01	-2.02424e-02
2.22500e+02	2.00000e+02	7.51577e-07	3.40994e-05	6.46055e+02	2.93118e+04	3.62829e-06	7.98465e-08	4.53705e+01	-2.20408e-02
1.72010e+02	2.00000e+02	6.42821e-07	2.63921e-05	9.22324e+02	3.78676e+04	3.62369e-06	8.81648e-08	4.10567e+01	-2.43565e-02
1.32980e+02	2.00000e+02	5.56343e-07	2.04356e-05	1.33121e+03	4.88980e+04	3.61748e-06	9.84089e-08	3.67321e+01	-2.72242e-02
1.02800e+02	2.00000e+02	4.85351e-07	1.58435e-05	1.93174e+03	6.30583e+04	3.60632e-06	1.10419e-07	3.26433e+01	-3.06341e-02
7.94740e+01	2.00000e+02	4.25909e-07	1.22826e-05	2.81976e+03	8.13180e+04	3.59535e-06	1.24627e-07	2.88386e+01	-3.46757e-02
6.14400e+01	2.00000e+02	3.74677e-07	9.52136e-06	4.12655e+03	1.04865e+05	3.58434e-06	1.41014e-07	2.54122e+01	-3.93512e-02
4.74970e+01	2.00000e+02	3.30338e-07	7.38987e-06	6.03696e+03	1.35051e+05	3.56855e-06	1.59493e-07	2.23706e+01	-4.47015e-02
3.67190e+01	2.00000e+02	2.91025e-07	5.73600e-06	8.82257e+03	1.73890e+05	3.55218e-06	1.80205e-07	1.97097e+01	-5.07365e-02
2.83870e+01	2.00000e+02	2.56248e-07	4.45712e-06	1.28564e+04	2.23621e+05	3.53152e-06	2.03018e-07	1.73938e+01	-5.74919e-02
2.19450e+01	2.00000e+02	2.25233e-07	3.46686e-06	1.86609e+04	2.87233e+05	3.50671e-06	2.27810e-07	1.53923e+01	-6.49676e-02
1.69650e+01	2.00000e+02	1.97375e-07	2.70045e-06	2.69220e+04	3.68342e+05	3.47643e-06	2.54082e-07	1.36818e+01	-7.30898e-02
1.31150e+01	2.00000e+02	1.72262e-07	2.10477e-06	3.86260e+04	4.71949e+05	3.44344e-06	2.81816e-07	1.22184e+01	-8.18436e-02
1.01390e+01	2.00000e+02	1.49764e-07	1.64117e-06	5.51440e+04	6.04290e+05	3.40855e-06	3.11039e-07	1.09584e+01	-9.12543e-02
7.83830e+00	2.00000e+02	1.29610e-07	1.28149e-06	7.81248e+04	7.72440e+05	3.36834e-06	3.40671e-07	9.88726e+00	-1.01140e-01
6.05960e+00	2.00000e+02	1.11790e-07	1.00196e-06	1.09984e+05	9.85774e+05	3.32315e-06	3.70765e-07	8.96289e+00	-1.11571e-01
4.68460e+00	2.00000e+02	9.60035e-08	7.84006e-07	1.53881e+05	1.25666e+06	3.27506e-06	4.01037e-07	8.16643e+00	-1.22453e-01
3.62150e+00	2.00000e+02	8.21119e-08	6.14676e-07	2.13517e+05	1.59835e+06	3.22025e-06	4.30177e-07	7.48583e+00	-1.33586e-01
2.79970e+00	2.00000e+02	6.99160e-08	4.82015e-07	2.94722e+05	2.03187e+06	3.16474e-06	4.59042e-07	6.89420e+00	-1.45049e-01
2.16440e+00	2.00000e+02	5.94099e-08	3.78492e-07	4.04739e+05	2.57853e+06	3.10484e-06	4.87350e-07	6.37085e+00	-1.56965e-01
1.67320e+00	2.00000e+02	5.02834e-08	2.97705e-07	5.51614e+05	3.26586e+06	3.04000e-06	5.13465e-07	5.92055e+00	-1.68903e-01
1.29350e+00	2.00000e+02	4.27296e-08	2.34982e-07	7.49083e+05	4.11942e+06	2.96437e-06	5.39045e-07	5.49929e+00	-1.81842e-01
1.00000e+00	2.00000e+02	3.61691e-08	1.85573e-07	1.01185e+06	5.19150e+06	2.88817e-06	5.62918e-07	5.13071e+00	-1.94905e-01
3.00000e+05	1.95000e+02	1.96905e-02	1.33402e-02	3.48087e+01	2.35827e+01	3.93590e-06	5.64260e-06	6.77494e-01	-1.47603e+00
2.31920e+05	1.95000e+02	1.67278e-02	1.37782e-02	3.56170e+01	2.93366e+01	3.78510e-06	4.46639e-06	8.23670e-01	-1.21408e+00
1.79290e+05	1.95000e+02	1.36722e-02	1.37573e-02	3.63435e+01	3.65699e+01	3.64762e-06	3.52529e-06	1.00623e+00	-9.93809e-01
1.38610e+05	1.95000e+02	1.06384e-02	1.31397e-02	3.72197e+01	4.59708e+01	3.54492e-06	2.79298e-06	1.23512e+00	-8.09637e-01
1.07150e+05	1.95000e+02	7.89799e-03	1.20306e-02	3.81335e+01	5.80869e+01	3.46258e-06	2.21354e-06	1.52325e+00	-6.56491e-01
8.28380e+04	1.95000e+02	5.61360e-03	1.05891e-02	3.90806e+01	7.37189e+01	3.39733e-06	1.75494e-06	1.88633e+00	-5.30129e-01
6.40400e+04	1.95000e+02	3.84450e-03	9.00989e-03	4.00643e+01	9.38938e+01	3.34516e-06	1.39175e-06	2.34358e+00	-4.26698e-01
4.95080e+04	1.95000e+02	2.55620e-03	7.46171e-03	4.10890e+01	1.19941e+02	3.30350e-06	1.10416e-06	2.91906e+00	-3.42576e-01
3.82730e+04	1.95000e+02	1.66091e-03	6.04184e-03	4.23027e+01	1.53883e+02	3.27652e-06	8.79428e-07	3.63767e+00	-2.74901e-01
2.95880e+04	1.95000e+02	1.06582e-03	4.83742e-03	4.34379e+01	1.97151e+02	3.24522e-06	6.98552e-07	4.53869e+00	-2.20328e-01
2.28740e+04	1.95000e+02	6.76978e-04	3.83295e-03	4.46856e+01	2.53003e+02	3.21957e-06	5.55916e-07	5.66185e+00	-1.76621e-01
1.76830e+04	1.95000e+02	4.26632e-04	3.02044e-03	4.58493e+01	3.24601e+02	3.19327e-06	4.41205e-07	7.07975e+00	-1.41248e-01
1.36710e+04	1.95000e+02	2.67433e-04	2.36166e-03	4.73419e+01	4.18069e+02	3.17964e-06	3.52455e-07	8.83085e+00	-1.13239e-01
1.05680e+04	1.95000e+02	1.67623e-04	1.84084e-03	4.90586e+01	5.38763e+02	3.16752e-06	2.82549e-07	1.09820e+01	-9.10579e-02
8.17010e+03	1.95000e+02	1.05390e-04	1.43271e-03	5.10665e+01	6.94220e+02	3.15540e-06	2.27564e-07	1.35944e+01	-7.35594e-02
6.31610e+03	1.95000e+02	6.64007e-05	1.11215e-03	5.34939e+01	8.95969e+02	3.14826e-06	1.84453e-07	1.67490e+01	-5.97050e-02
4.88290e+03	1.95000e+02	4.21143e-05	8.62441e-04	5.64854e+01	1.15674e+03	3.14227e-06	1.50725e-07	2.04786e+01	-4.88315e-02
3.77480e+03	1.95000e+02	2.69702e-05	6.68719e-04	6.02131e+01	1.49297e+03	3.13526e-06	1.24349e-07	2.47948e+01	-4.03311e-02
2.91820e+03	1.95000e+02	1.74806e-05	5.18477e-04	6.49536e+01	1.92654e+03	3.12767e-06	1.03827e-07	2.96602e+01	-3.37152e-02
2.25600e+03	1.95000e+02	1.15007e-05	4.01914e-04	7.11380e+01	2.48606e+03	3.12018e-06	8.80281e-08	3.49470e+01	-2.86147e-02
1.74410e+03	1.95000e+02	7.69550e-06	3.11225e-04	7.94004e+01	3.21115e+03	3.11574e-06	7.60710e-08	4.04424e+01	-2.47265e-02
1.34830e+03	1.95000e+02	5.25757e-06	2.40886e-04	9.05636e+01	4.14936e+03	3.11241e-06	6.71811e-08	4.58171e+01	-2.18259e-02
1.04230e+03	1.95000e+02	3.69119e-06	1.86594e-04	1.05975e+02	5.35713e+03	3.10638e-06	6.08703e-08	5.05512e+01	-1.97819e-02
8.05800e+02	1.95000e+02	2.67845e-06	1.44411e-04	1.28391e+02	6.92231e+03	3.10318e-06	5.71079e-08	5.39157e+01	-1.85475e-02
6.22940e+02	1.95000e+02	1.98648e-06	1.11733e-04	1.59068e+02	8.94707e+03	3.10067e-06	5.47798e-08	5.62467e+01	-1.77788e-02
4.81580e+02	1.95000e+02	1.51951e-06	8.65223e-05	2.02914e+02	1.15541e+04	3.09553e-06	5.40959e-08	5.69411e+01	-1.75620e-02
3.72300e+02	1.95000e+02	1.19601e-06	6.70171e-05	2.66211e+02	1.49168e+04	3.08957e-06	5.49306e-08	5.60338e+01	-1.78464e-02
2.87820e+02	1.95000e+02	9.65417e-07	5.18962e-05	3.58338e+02	1.92626e+04	3.08435e-06	5.72176e-08	5.37552e+01	-1.86028e-02
2.22500e+02	1.95000e+02	7.96143e-07	4.01913e-05	4.92670e+02	2.48712e+04	3.07862e-06	6.08601e-08	5.04825e+01	-1.98088e-02
1.72010e+02	1.95000e+02	6.68472e-07	3.11391e-05	6.89081e+02	3.20991e+04	3.07168e-06	6.58450e-08	4.65825e+01	-2.14673e-02
1.32980e+02	1.95000e+02	5.68672e-07	2.41160e-05	9.77262e+02	4.14432e+04	3.06598e-06	7.22240e-08	4.24075e+01	-2.35807e-02
1.02800e+02	1.95000e+02	4.89037e-07	1.86755e-05	1.40119e+03	5.35093e+04	3.06021e-06	8.00775e-08	3.81884e+01	-2.61860e-02
7.94740e+01	1.95000e+02	4.23507e-07	1.44791e-05	2.01839e+03	6.90059e+04	3.05099e-06	8.91956e-08	3.41886e+01	-2.92495e-02
6.14400e+01	1.95000e+02	3.69020e-07	1.12324e-05	2.92172e+03	8.89325e+04	3.03977e-06	9.98322e-08	3.04384e+01	-3.28532e-02
4.74970e+01	1.95000e+02	3.22344e-07	8.72006e-06	4.23338e+03	1.14522e+05	3.02610e-06	1.11836e-07	2.70521e+01	-3.69658e-02
3.67190e+01	1.95000e+02	2.82429e-07	6.76888e-06	6.15346e+03	1.47478e+05	3.01264e-06	1.25681e-07	2.39667e+01	-4.17246e-02
2.83870e+01	1.95000e+02	2.47562e-07	5.25937e-06	8.93009e+03	1.89717e+05	2.99608e-06	1.41012e-07	2.12446e+01	-4.70707e-02
2.19450e+01	1.95000e+02	2.17013e-07	4.08940e-06	1.29404e+04	2.43848e+05	2.97704e-06	1.57971e-07	1.88440e+01	-5.30673e-02
1.69650e+01	1.95000e+02	1.90129e-07	3.18253e-06	1.87049e+04	3.13098e+05	2.95504e-06	1.76529e-07	1.67388e+01	-5.97414e-02
1.31150e+01	1.95000e+02	1.66304e-07	2.47925e-06	2.69348e+04	4.01541e+05	2.92973e-06	1.96515e-07	1.49079e+01	-6.70785e-02
1.01390e+01	1.95000e+02	1.45172e-07	1.93163e-06	3.86894e+04	5.14791e+05	2.90372e-06	2.18225e-07	1.33057e+01	-7.51556e-02
7.83830e+00	1.95000e+02	1.26365e-07	1.50654e-06	5.52863e+04	6.59134e+05	2.87425e-06	2.41080e-07	1.19222e+01	-8.38772e-02
6.05960e+00	1.95000e+02	1.09919e-07	1.17756e-06	7.85846e+04	8.41876e+05	2.83806e-06	2.64914e-07	1.07130e+01	-9.33447e-02
4.68460e+00	1.95000e+02	9.52129e-08	9.21625e-07	1.10911e+05	1.07358e+06	2.79793e-06	2.89051e-07	9.67963e+00	-1.03310e-01
3.62150e+00	1.95000e+02	8.22081e-08	7.21216e-07	1.56019e+05	1.36876e+06	2.75769e-06	3.14335e-07	8.77305e+00	-1.13985e-01
2.79970e+00	1.95000e+02	7.07526e-08	5.65126e-07	2.18121e+05	1.74221e+06	2.71357e-06	3.39731e-07	7.98736e+00	-1.25198e-01
2.16440e+00	1.95000e+02	6.08296e-08	4.43439e-07	3.03634e+05	2.21345e+06	2.66524e-06	3.65608e-07	7.28986e+00	-1.37177e-01
1.67320e+00	1.95000e+02	5.19257e-08	3.48115e-07	4.19159e+05	2.81009e+06	2.61575e-06	3.90171e-07	6.70411e+00	-1.49162e-01
1.29350e+00	1.95000e+02	4.46108e-08	2.74752e-07	5.75779e+05	3.54615e+06	2.55184e-06	4.14334e-07	6.15887e+00	-1.62367e-01
1.00000e+00	1.95000e+02	3.81476e-08	2.16741e-07	7.87656e+05	4.47517e+06	2.48965e-06	4.38193e-07	5.68163e+00	-1.76006e-01
3.00000e+05	1.90000e+02	2.20590e-02	1.25571e-02	3.42381e+01	1.94901e+01	3.25285e-06	5.54737e-06	5.69251e-01	-1.75670e+00
2.31920e+05	1.90000e+02	1.93696e-02	1.33308e-02	3.50333e+01	2.41110e+01	3.11087e-06	4.39108e-06	6.88230e-01	-1.45300e+00
1.79290e+05	1.90000e+02	1.64216e-02	1.37138e-02	3.58755e+01	2.99599e+01	2.98831e-06	3.47861e-06	8.35107e-01	-1.19745e+00
1.38610e+05	1.90000e+02	1.33970e-02	1.36412e-02	3.66478e+01	3.73157e+01	2.87750e-06	2.74888e-06	1.01822e+00	-9.82102e-01
1.07150e+05	1.90000e+02	1.04133e-02	1.29885e-02	3.75746e+01	4.68664e+01	2.79372e-06	2.18022e-06	1.24729e+00	-8.01739e-01
8.28380e+04	1.90000e+02	7.73174e-03	1.18666e-02	3.85438e+01	5.91567e+01	2.72623e-06	1.73020e-06	1.53479e+00	-6.51554e-01
6.40400e+04	1.90000e+02	5.50250e-03	1.04319e-02	3.95575e+01	7.49947e+01	2.67184e-06	1.37369e-06	1.89584e+00	-5.27470e-01
4.95080e+04	1.90000e+02	3.78072e-03	8.87715e-03	4.06103e+01	9.53531e+01	2.62627e-06	1.09097e-06	2.34801e+00	-4.25893e-01
3.82730e+04	1.90000e+02	2.51731e-03	7.33607e-03	4.18471e+01	1.21953e+02	2.59666e-06	8.69728e-07	2.91426e+00	-3.43141e-01
2.95880e+04	1.90000e+02	1.64581e-03	5.96267e-03	4.30141e+01	1.55837e+02	2.56517e-06	6.91577e-07	3.62293e+00	-2.76020e-01
2.28740e+04	1.90000e+02	1.06010e-03	4.77846e-03	4.42491e+01	1.99456e+02	2.53815e-06	5.50362e-07	4.50757e+00	-2.21849e-01
1.76830e+04	1.90000e+02	6.73488e-04	3.78267e-03	4.56224e+01	2.56240e+02	2.52077e-06	4.38974e-07	5.61655e+00	-1.78045e-01
1.36710e+04	1.90000e+02	4.25474e-04	2.97560e-03	4.70907e+01	3.29334e+02	2.50476e-06	3.50544e-07	6.99360e+00	-1.42988e-01
1.05680e+04	1.90000e+02	2.68292e-04	2.33468e-03	4.85797e+01	4.22741e+02	2.48540e-06	2.79733e-07	8.70201e+00	-1.14916e-01
8.17010e+03	1.90000e+02	1.68853e-04	1.82091e-03	5.04910e+01	5.44494e+02	2.47486e-06	2.24948e-07	1.07840e+01	-9.27301e-02
6.31610e+03	1.90000e+02	1.06469e-04	1.41689e-03	5.27356e+01	7.01807e+02	2.46602e-06	1.81789e-07	1.33080e+01	-7.51426e-02
4.88290e+03	1.90000e+02	6.73607e-05	1.10021e-03	5.54408e+01	9.05522e+02	2.45983e-06	1.47887e-07	1.63331e+01	-6.12252e-02
3.77480e+03	1.90000e+02	4.29391e-05	8.54060e-04	5.87192e+01	1.16793e+03	2.45267e-06	1.21211e-07	1.98900e+01	-5.02765e-02
2.91820e+03	1.90000e+02	2.75906e-05	6.62221e-04	6.28061e+01	1.50745e+03	2.44730e-06	1.00340e-07	2.40017e+01	-4.16637e-02
2.25600e+03	1.90000e+02	1.79388e-05	5.13402e-04	6.79748e+01	1.94542e+03	2.44164e-06	8.40581e-08	2.86197e+01	-3.49410e-02
1.74410e+03	1.90000e+02	1.18301e-05	3.97900e-04	7.46550e+01	2.51098e+03	2.43637e-06	7.14665e-08	3.36344e+01	-2.97315e-02
1.34830e+03	1.90000e+02	7.92845e-06	3.08115e-04	8.34596e+01	3.24340e+03	2.43285e-06	6.18524e-08	3.88619e+01	-2.57321e-02
1.04230e+03	1.90000e+02	5.43066e-06	2.38656e-04	9.52979e+01	4.18796e+03	2.42843e-06	5.46794e-08	4.39460e+01	-2.27552e-02
8.05800e+02	1.90000e+02	3.82868e-06	1.84786e-04	1.12079e+02	5.40934e+03	2.42494e-06	4.97953e-08	4.82637e+01	-2.07195e-02
6.22940e+02	1.90000e+02	2.75335e-06	1.43053e-04	1.34495e+02	6.98781e+03	2.42168e-06	4.62636e-08	5.19561e+01	-1.92470e-02
4.81580e+02	1.90000e+02	2.03626e-06	1.10756e-04	1.65941e+02	9.02583e+03	2.41816e-06	4.41903e-08	5.43918e+01	-1.83851e-02
3.72300e+02	1.90000e+02	1.54916e-06	8.57791e-05	2.10471e+02	1.16541e+04	2.41379e-06	4.33856e-08	5.53713e+01	-1.80599e-02
2.87820e+02	1.90000e+02	1.21101e-06	6.64697e-05	2.74003e+02	1.50395e+04	2.40814e-06	4.37137e-08	5.48880e+01	-1.82189e-02
2.22500e+02	1.90000e+02	9.67995e-07	5.14560e-05	3.65466e+02	1.94272e+04	2.40475e-06	4.51145e-08	5.31574e+01	-1.88121e-02
1.72010e+02	1.90000e+02	7.90514e-07	3.98721e-05	4.97050e+02	2.50703e+04	2.39907e-06	4.74688e-08	5.04382e+01	-1.98262e-02
1.32980e+02	1.90000e+02	6.56830e-07	3.08978e-05	6.87702e+02	3.23501e+04	2.39327e-06	5.08023e-08	4.70409e+01	-2.12581e-02
1.02800e+02	1.90000e+02	5.52525e-07	2.39327e-05	9.64133e+02	4.17616e+04	2.38836e-06	5.50818e-08	4.33152e+01	-2.30866e-02
7.94740e+01	1.90000e+02	4.69679e-07	1.85446e-05	1.36486e+03	5.38895e+04	2.38264e-06	6.03009e-08	3.94836e+01	-2.53270e-02
6.14400e+01	1.90000e+02	4.02650e-07	1.43787e-05	1.94601e+03	6.94927e+04	2.37531e-06	6.64818e-08	3.57103e+01	-2.80031e-02
4.74970e+01	1.90000e+02	3.46912e-07	1.11537e-05	2.78589e+03	8.95700e+04	2.36678e-06	7.35875e-08	3.21513e+01	-3.11030e-02
3.67190e+01	1.90000e+02	3.00513e-07	8.65749e-06	4.00457e+03	1.15368e+05	2.35671e-06	8.17839e-08	2.88091e+01	-3.47113e-02
2.83870e+01	1.90000e+02	2.61030e-07	6.72020e-06	5.77126e+03	1.48581e+05	2.34645e-06	9.11264e-08	2.57450e+01	-3.88426e-02
2.19450e+01	1.90000e+02	2.27427e-07	5.22493e-06	8.31495e+03	1.91028e+05	2.33218e-06	1.01501e-07	2.29741e+01	-4.35273e-02
1.69650e+01	1.90000e+02	1.98273e-07	4.06328e-06	1.19805e+04	2.45522e+05	2.31725e-06	1.13064e-07	2.04934e+01	-4.87963e-02
1.31150e+01	1.90000e+02	1.73060e-07	3.16083e-06	1.72701e+04	3.15427e+05	2.30142e-06	1.25999e-07	1.82643e+01	-5.47515e-02
1.01390e+01	1.90000e+02	1.51159e-07	2.46082e-06	2.48679e+04	4.04842e+05	2.28354e-06	1.40264e-07	1.62797e+01	-6.14262e-02
7.83830e+00	1.90000e+02	1.32132e-07	1.91949e-06	3.56931e+04	5.18516e+05	2.26107e-06	1.55641e-07	1.45271e+01	-6.88370e-02
6.05960e+00	1.90000e+02	1.15567e-07	1.49855e-06	5.11581e+04	6.63365e+05	2.23628e-06	1.72456e-07	1.29670e+01	-7.71191e-02
4.68460e+00	1.90000e+02	1.00858e-07	1.17135e-06	7.29672e+04	8.47434e+05	2.20855e-06	1.90162e-07	1.16139e+01	-8.61037e-02
3.62150e+00	1.90000e+02	8.79924e-08	9.16556e-07	1.03787e+05	1.08108e+06	2.17808e-06	2.09101e-07	1.04163e+01	-9.60033e-02
2.79970e+00	1.90000e+02	7.63831e-08	7.17408e-07	1.46747e+05	1.37828e+06	2.14674e-06	2.28563e-07	9.39224e+00	-1.06471e-01
2.16440e+00	1.90000e+02	6.65149e-08	5.62721e-07	2.07161e+05	1.75259e+06	2.11032e-06	2.49444e-07	8.46006e+00	-1.18202e-01
1.67320e+00	1.90000e+02	5.75400e-08	4.42112e-07	2.89475e+05	2.22420e+06	2.07038e-06	2.69455e-07	7.68356e+00	-1.30148e-01
1.29350e+00	1.90000e+02	4.98162e-08	3.48090e-07	4.02885e+05	2.81516e+06	2.02581e-06	2.89918e-07	6.98750e+00	-1.43113e-01
1.00000e+00	1.90000e+02	4.31325e-08	2.74743e-07	5.57669e+05	3.55221e+06	1.97619e-06	3.10245e-07	6.36975e+00	-1.56992e-01
3.00000e+05	1.85000e+02	2.43767e-02	1.15232e-02	3.35301e+01	1.58502e+01	2.64536e-06	5.42921e-06	4.72715e-01	-2.11544e+00
2.31920e+05	1.85000e+02	2.20627e-02	1.25224e-02	3.42816e+01	1.94577e+01	2.51049e-06	4.29410e-06	5.67583e-01	-1.76186e+00
1.79290e+05	1.85000e+02	1.93994e-02	1.32837e-02	3.50934e+01	2.40301e+01	2.39685e-06	3.40060e-06	6.84747e-01	-1.46039e+00
1.38610e+05	1.85000e+02	1.64570e-02	1.36684e-02	3.59593e+01	2.98660e+01	2.30304e-06	2.69579e-06	8.30552e-01	-1.20402e+00
1.07150e+05	1.85000e+02	1.34543e-02	1.36016e-02	3.67581e+01	3.71607e+01	2.21516e-06	2.13155e-06	1.01095e+00	-9.89165e-01
8.28380e+04	1.85000e+02	1.04748e-02	1.29601e-02	3.77220e+01	4.66718e+01	2.15087e-06	1.69233e-06	1.23726e+00	-8.08238e-01
6.40400e+04	1.85000e+02	7.79807e-03	1.18537e-02	3.87346e+01	5.88798e+01	2.09772e-06	1.34437e-06	1.52008e+00	-6.57858e-01
4.95080e+04	1.85000e+02	5.56754e-03	1.04359e-02	3.97950e+01	7.45924e+01	2.05447e-06	1.06851e-06	1.87442e+00	-5.33499e-01
3.82730e+04	1.85000e+02	3.82473e-03	8.86609e-03	4.10220e+01	9.50928e+01	2.02474e-06	8.52158e-07	2.31810e+00	-4.31389e-01
2.95880e+04	1.85000e+02	2.56297e-03	7.35937e-03	4.22033e+01	1.21183e+02	1.99475e-06	6.78230e-07	2.87142e+00	-3.48260e-01
2.28740e+04	1.85000e+02	1.68124e-03	5.98950e-03	4.34421e+01	1.54765e+02	1.96944e-06	5.40092e-07	3.56256e+00	-2.80697e-01
1.76830e+04	1.85000e+02	1.08580e-03	4.80369e-03	4.47673e+01	1.98054e+02	1.94836e-06	4.30561e-07	4.42409e+00	-2.26035e-01
1.36710e+04	1.85000e+02	6.93738e-04	3.81059e-03	4.62435e+01	2.54008e+02	1.93186e-06	3.44101e-07	5.49283e+00	-1.82055e-01
1.05680e+04	1.85000e+02	4.40393e-04	3.00230e-03	4.78285e+01	3.26062e+02	1.91700e-06	2.75316e-07	6.81733e+00	-1.46685e-01
8.17010e+03	1.85000e+02	2.78712e-04	2.35238e-03	4.96690e+01	4.19216e+02	1.90544e-06	2.21212e-07	8.44019e+00	-1.18481e-01
6.31610e+03	1.85000e+02	1.76378e-04	1.83797e-03	5.17355e+01	5.39115e+02	1.89435e-06	1.78275e-07	1.04206e+01	-9.59637e-02
4.88290e+03	1.85000e+02	1.11876e-04	1.43205e-03	5.42222e+01	6.94063e+02	1.88541e-06	1.44577e-07	1.28003e+01	-7.81230e-02
3.77480e+03	1.85000e+02	7.13117e-05	1.11420e-03	5.72084e+01	8.93845e+02	1.87709e-06	1.18039e-07	1.56244e+01	-6.40027e-02
2.91820e+03	1.85000e+02	4.58171e-05	8.67812e-04	6.06691e+01	1.14912e+03	1.86556e-06	9.68709e-08	1.89408e+01	-5.27961e-02
2.25600e+03	1.85000e+02	2.95697e-05	6.71918e-04	6.53695e+01	1.48540e+03	1.86428e-06	8.07883e-08	2.27232e+01	-4.40080e-02
1.74410e+03	1.85000e+02	1.93450e-05	5.21326e-04	7.10805e+01	1.91555e+03	1.85863e-06	6.79983e-08	2.69490e+01	-3.71072e-02
1.34830e+03	1.85000e+02	1.28286e-05	4.05126e-04	7.80844e+01	2.46590e+03	1.84965e-06	5.78206e-08	3.15799e+01	-3.16657e-02
1.04230e+03	1.85000e+02	8.61908e-06	3.13184e-04	8.78080e+01	3.19060e+03	1.85010e-06	5.03363e-08	3.63361e+01	-2.75208e-02
